,Player_ID,GAME_DATE,MIN,REB,FGA,DAYS_REST
625,203081,2013-04-12,37,3,14,-2
626,203081,2013-04-10,43,1,25,-2
627,203081,2013-04-07,40,1,19,-3
628,203081,2013-04-05,40,3,12,-2
629,203081,2013-04-03,41,4,19,-2
630,203081,2013-04-01,39,5,16,-2
631,203081,2013-03-30,31,1,11,-2
632,203081,2013-03-29,40,2,16,-1
633,203081,2013-03-27,34,4,12,-2
634,203081,2013-03-24,38,4,16,-3
635,203081,2013-03-22,39,3,16,-2
636,203081,2013-03-21,37,4,17,-1
637,203081,2013-03-19,45,3,10,-2
638,203081,2013-03-18,42,7,20,-1
639,203081,2013-03-16,38,2,12,-2
640,203081,2013-03-14,40,2,18,-2
641,203081,2013-03-12,39,1,17,-2
642,203081,2013-03-10,38,2,16,-2
643,203081,2013-03-08,40,3,20,-2
644,203081,2013-03-06,36,0,16,-2
645,203081,2013-03-04,38,3,15,-2
646,203081,2013-03-02,39,6,18,-2
647,203081,2013-02-27,37,3,14,-3
648,203081,2013-02-24,39,6,16,-3
649,203081,2013-02-22,40,3,22,-2
650,203081,2013-02-19,41,0,19,-3
651,203081,2013-02-13,35,2,15,-6
652,203081,2013-02-12,39,1,18,-1
653,203081,2013-02-10,40,3,16,-2
654,203081,2013-02-08,33,3,13,-2
655,203081,2013-02-06,39,4,17,-2
656,203081,2013-02-04,38,4,17,-2
657,203081,2013-02-02,40,3,17,-2
658,203081,2013-02-01,42,3,23,-1
