
10/31/12,Mavericks,Jared Cunningham,,returned to lineup
10/31/12,Nuggets,,Danilo Gallinari,sprained left ankle (DNP)
10/31/12,Nuggets,,Julyan Stone,placed on IL
10/31/12,Nuggets,,Timofey Mozgov,placed on IL with strained left knee
10/31/12,Pacers,,Danny Granger,placed on IL with sore left knee / patellar tendinitis in left knee
10/31/12,Pacers,,Miles Plumlee,placed on IL
10/31/12,Pistons,,Corey Maggette,placed on IL with strained left calf
10/31/12,Pistons,,Viacheslav Kravstov ,placed on IL
10/31/12,Raptors,,Dominic McGuire,placed on IL
10/31/12,Raptors,,Quincy Acy,placed on IL
10/31/12,Rockets,,Patrick Patterson,placed on IL with strained left quadricep
10/31/12,Rockets,,Scott Machado,placed on IL
10/31/12,Spurs,,Manu Ginobili,placed on IL with back spasms
10/31/12,Suns,,Channing Frye,placed on IL with enlarged heart (out for season)
10/31/12,Suns,,Diante Garrett,placed on IL
10/31/12,Warriors,,Andris Biedrins,groin injury (DNP)
10/31/12,Warriors,,Jeremy Tyler,placed on IL
10/31/12,Warriors,,Kent Bazemore,placed on IL
11/1/12,Thunder,,Daniel Orton,placed on IL
11/2/12,Bobcats,,DeSagana Diop,placed on IL
11/2/12,Bucks,,John Henson,placed on IL with bone bruise in left knee / sprained left knee
11/2/12,Bucks,,Luc Mbah a Moute,placed on IL recovering from surgery on right knee
11/2/12,Hawks,,Johan Petro,placed on IL with sore back
11/2/12,Heat,,Terrel Harris,placed on IL
11/2/12,Heat,Joel Anthony,,activated from IL
11/2/12,Knicks,,Amar'e Stoudemire,placed on IL recovering from arthroscopic surgery on left knee
11/2/12,Knicks,,Iman Shumpert,placed on IL recovering from surgery on left knee to repair torn lateral meniscus / ACL
11/2/12,Knicks,,Marcus Camby,strained left calf (DTD)
11/2/12,Lakers,,Steve Nash,placed on IL with fractured left leg
11/2/12,Lakers,Earl Clark,,activated from IL
11/2/12,Magic,,Al Harrington,placed on IL with right knee rehab / surgery on left knee (CBC)
11/2/12,Magic,,DeQuan Jones,placed on IL with strained left groin (P) / abdominal surgery (CBC)
11/2/12,Magic,,Gustavo Ayon,sprained left thumb (DNP)
11/2/12,Magic,,Moe Harkless,surgery to repair hernia (DTD)
11/2/12,Pacers,,Jeff Ayres,placed on IL with headaches/concussion
11/2/12,Pacers,Miles Plumlee,,activated from IL
11/2/12,Rockets,,Greg Smith ,placed on IL with sore left foot
11/2/12,Rockets,Patrick Patterson,,activated from IL
11/2/12,Timberwolves,,Kevin Love,placed on IL with fractured right hand
11/2/12,Timberwolves,,Ricky Rubio,placed on IL recovering from surgery on left knee to repair torn ACL
11/3/12,Blazers,,Sasha Pavlovic,placed on IL with strained quadricep
11/3/12,Blazers,Ronnie Price,,activated from IL
11/3/12,Heat,,Josh Harrellson,placed on IL
11/3/12,Heat,Terrel Harris,,activated from IL
11/3/12,Hornets,,Anthony Davis,concussion (DNP)
11/3/12,Mavericks,,Rodrigue Beaubois,placed on IL with sprained left ankle
11/3/12,Mavericks,Chris Kaman,,activated from IL
11/3/12,Nets,,Jerry Stackhouse,placed on IL
11/3/12,Nets,,Josh Childress,placed on IL with sore/sprained left ankle
11/3/12,Nuggets,,Wilson Chandler,recovering from surgery on left hip to repair torn labrum (out indefinitely)
11/3/12,Raptors,Dominic McGuire,,activated from IL
11/3/12,Rockets,,Royce White,placed on IL
11/3/12,Rockets,Scott Machado,,activated from IL
11/3/12,Spurs,,Cory Joseph,placed on IL
11/3/12,Spurs,Manu Ginobili,,activated from IL
11/3/12,Warriors,,Andrew Bogut,placed on IL
11/3/12,Warriors,Jeremy Tyler,,activated from IL
11/3/12,Warriors,Kent Bazemore,,activated from IL
11/3/12,Wizards,Kevin Seraphin,,activated from IL
11/3/12,Warriors,,Brandon Rush,torn ACL in left knee (out for season)
11/3/12,Warriors,,Brandon Rush,placed on IL with torn ACL in left knee (out for season)
11/4/12,Hawks,,Josh Smith,sprained right ankle (DNP)
11/4/12,Magic,,Hedo Turkoglu,placed on IL with fractured left hand
11/4/12,Magic,,Jameer Nelson,strained right hamstring (DNP)
11/4/12,Magic,DeQuan Jones,,activated from IL
11/4/12,Pistons,,Khris Middleton,placed on IL
11/4/12,Pistons,Viacheslav Kravstov ,,activated from IL
11/5/12,76ers,,Jason Richardson,sprained left ankle (DNP)
11/5/12,Blazers,,Victor Claver,placed on IL
11/5/12,Blazers,Sasha Pavlovic,,activated from IL
11/5/12,Nets,,Gerald Wallace,placed on IL with sprained left ankle
11/5/12,Nets,Jerry Stackhouse,,activated from IL
11/5/12,Suns,Diante Garrett,,activated from IL
11/5/12,Warriors,,Kent Bazemore,placed on IL
11/5/12,Warriors,Andrew Bogut,,activated from IL
11/6/12,Bobcats,,Gerald Henderson Jr.,sprained left foot (out indefinitely)
11/6/12,Magic,,Jameer Nelson,strained right hamstring (DNP)
11/6/12,Mavericks,,Shawn Marion,sprained MCL in left knee (DTD)
11/6/12,Nuggets,,Quincy Miller,placed on IL
11/6/12,Nuggets,Timofey Mozgov,,activated from IL
11/6/12,Pistons,,Viacheslav Kravstov ,placed on IL
11/6/12,Pistons,Khris Middleton,,activated from IL
11/7/12,76ers,,Jason Richardson,sprained left ankle (DNP)
11/7/12,76ers,,Kwame Brown,strained left calf (DNP)
11/7/12,Bobcats,,Gerald Henderson Jr.,placed on IL with sprained left foot
11/7/12,Bobcats,DeSagana Diop,,activated from IL
11/7/12,Bucks,,Beno Udrih,placed on IL with bruised right quadricep
11/7/12,Bucks,John Henson,,activated from IL
11/7/12,Cavaliers,,Anderson Varejao,placed on IL with bruised right knee
11/7/12,Cavaliers,,Tyler Zeller,placed on IL with fractured left cheekbone / concussion
11/7/12,Cavaliers,Jeremy Pargo,,activated from IL
11/7/12,Cavaliers,Luke Harangody,,activated from IL
11/7/12,Heat,,Terrel Harris,placed on IL
11/7/12,Heat,Josh Harrellson,,activated from IL
11/7/12,Hornets,,Anthony Davis,concussion (DNP)
11/7/12,Hornets,,Austin Rivers,sprained left index finger (DNP)
11/7/12,Lakers,,Earl Clark,strained left groin (out indefinitely)
11/7/12,Magic,,Jameer Nelson,strained groin (DNP)
11/7/12,Magic,Moe Harkless,,returned to lineup
11/7/12,Mavericks,,Rodrigue Beaubois,sprained left ankle (DNP)
11/7/12,Mavericks,,Shawn Marion,placed on IL with sprained MCL in left knee
11/7/12,Mavericks,Rodrigue Beaubois,,activated from IL
11/7/12,Nuggets,,Wilson Chandler,placed on IL recovering from surgery on left hip to repair torn labrum
11/7/12,Nuggets,Quincy Miller,,activated from IL
11/7/12,Pistons,,Khris Middleton,placed on IL
11/7/12,Pistons,Viacheslav Kravstov ,,activated from IL
11/7/12,Raptors,,Kyle Lowry,placed on IL with sprained right ankle / bone bruise in right foot
11/7/12,Raptors,Quincy Acy,,activated from IL
11/7/12,Rockets,,Scott Machado,placed on IL
11/7/12,Rockets,Greg Smith ,,activated from IL
11/7/12,Suns,,Kendall Marshall,ankle injury (DNP)
11/7/12,Kings,Tyler Honeycutt,,returned to lineup
11/8/12,Warriors,,Andrew Bogut,placed on IL with sore left ankle
11/9/12,76ers,,Jason Richardson,sprained left ankle (DNP)
11/9/12,76ers,,Kwame Brown,strained left calf (DNP)
11/9/12,Bucks,,Drew Gooden,placed on IL
11/9/12,Bucks,Beno Udrih,,activated from IL
11/9/12,Cavaliers,Anderson Varejao,,activated from IL
11/9/12,Heat,,Dwyane Wade,placed on IL with illness
11/9/12,Kings,,Tyler Honeycutt,placed on IL
11/9/12,Kings,John Salmons,,activated from IL
11/9/12,Knicks,Marcus Camby,,returned to lineup
11/9/12,Lakers,Darius Johnson-Odom,,activated from IL
11/9/12,Magic,,DeQuan Jones,groin injury (DTD)
11/9/12,Magic,,Jameer Nelson,strained right hamstring/groin (DNP)
11/9/12,Nets,,MarShon Brooks,placed on IL with sprained left ankle
11/9/12,Nets,Josh Childress,,activated from IL
11/9/12,Pacers,,Orlando Johnson,placed on IL
11/9/12,Pacers,Jeff Ayres,,activated from IL
11/9/12,Spurs,,Stephen Jackson,placed on IL with flu / stomach virus
11/9/12,Spurs,Cory Joseph,,activated from IL
11/9/12,Thunder,,Hasheem Thabeet,placed on IL with sprained left ankle
11/9/12,Thunder,Daniel Orton,,activated from IL
11/9/12,Timberwolves,,Jose Barea ,sprained left foot (DNP)
11/9/12,Warriors,Kent Bazemore,,activated from IL
11/9/12,Lakers,,Devin Ebanks,placed on IL after arrest for DUI
11/10/12,76ers,,Jason Richardson,sprained left ankle (DNP)
11/10/12,76ers,,Kwame Brown,strained left calf (DNP)
11/10/12,Jazz,,Mo Williams,strained right abductor (DNP)
11/10/12,Pacers,,Miles Plumlee,placed on IL
11/10/12,Pacers,Orlando Johnson,,activated from IL
11/10/12,Pistons,,Viacheslav Kravstov ,placed on IL
11/10/12,Pistons,Khris Middleton,,activated from IL
11/10/12,Raptors,,Landry Fields,placed on IL with sore right wrist/hand
11/10/12,Spurs,, Tony Parker,placed on IL with flu
11/10/12,Spurs,,DeJuan Blair,bruised left knee (DNP)
11/10/12,Spurs,Stephen Jackson,,activated from IL
11/10/12,Timberwolves,,Brandon Roy,sore right knee (DNP)
11/10/12,Timberwolves,,Jose Barea ,sprained left foot (DNP)
11/10/12,Warriors,,Jeremy Tyler,flu (DNP)
11/11/12,Cavaliers,,Luke Harangody,placed on IL with right knee injury
11/11/12,Heat,,Terrel Harris,placed on IL
11/11/12,Heat,Dwyane Wade,,activated from IL
11/11/12,Lakers,Earl Clark,,returned to lineup
11/11/12,Timberwolves,,Chase Budinger,torn meniscus in left knee (out indefinitely)
11/12/12,76ers,,Kwame Brown,strained left calf (DNP)
11/12/12,Bulls,,Kirk Hinrich,placed on IL with right hip/gluteus/hamstring injury
11/12/12,Heat,,Josh Harrellson,placed on IL
11/12/12,Heat,Terrel Harris,,activated from IL
11/12/12,Nuggets,,Quincy Miller,placed on IL
11/12/12,Nuggets,Wilson Chandler,,activated from IL
11/12/12,Raptors,,Alan Anderson,placed on IL with partially torn plantar fascia in left foot
11/12/12,Thunder,,Daniel Orton,placed on IL
11/12/12,Thunder,Hasheem Thabeet,,activated from IL
11/12/12,Timberwolves,,Brandon Roy,sore right knee (DNP)
11/12/12,Timberwolves,,Chase Budinger,torn meniscus in left knee (surgery) (DNP)
11/12/12,Timberwolves,,Jose Barea ,sprained left foot (DNP)
11/13/12,Blazers,,Will Barton,placed on IL
11/13/12,Blazers,Victor Claver,,activated from IL
11/13/12,Kings,,Francisco Garcia,flu (DNP)
11/13/12,Lakers,,Earl Clark,strained left groin (DNP)
11/13/12,Lakers,,Steve Blake,placed on IL with abdominal strain
11/13/12,Lakers,Devin Ebanks,,activated from IL
11/13/12,Magic,,DeQuan Jones,sore left groin (DNP)
11/13/12,Magic,,Jameer Nelson,strained right hamstring/groin (DNP)
11/13/12,Pacers,,Orlando Johnson,placed on IL
11/13/12,Pacers,Miles Plumlee,,activated from IL
11/13/12,Spurs,,Cory Joseph,placed on IL
11/13/12,Spurs, Tony Parker,,activated from IL
11/13/12,Timberwolves,,Chase Budinger,surgery on left knee to repair torn meniscus (out indefinitely)
11/13/12,Rockets,Royce White,,activated from IL
11/14/12,Bulls,Kirk Hinrich,,activated from IL
11/14/12,Hawks,,Al Horford,stomach virus (DNP)
11/14/12,Hawks,,Devin Harris,placed on IL with illness (P)
11/14/12,Hawks,,Devin Harris,strained left hamstring (DTD) (CBC)
11/14/12,Hawks,Johan Petro,,activated from IL
11/14/12,Pistons,,Rodney Stuckey,placed on IL with flu
11/14/12,Pistons,Corey Maggette,,activated from IL
11/14/12,Rockets,,Donatas Motiejunas,placed on IL
11/14/12,Suns,,Diante Garrett,placed on IL
11/14/12,Timberwolves,,Brandon Roy,sore right knee (DNP)
11/14/12,Timberwolves,,Chase Budinger,recovering from surgery on left knee to repair torn meniscus (DNP)
11/14/12,Timberwolves,,Jose Barea ,sprained left foot (DNP)
11/14/12,Timberwolves,,Nikola Pekovic,sprained left ankle (DNP)
11/14/12,Celtics,,Kris Joseph,placed on IL
11/15/12,Celtics,,Rajon Rondo,sprained right ankle (DNP)
11/15/12,Heat,,Dwyane Wade,placed on IL with sprained right (P) / left (CBC) foot
11/15/12,Heat,Josh Harrellson,,activated from IL
11/15/12,Nets,,Tornike Shengelia,placed on IL (date 11-18 per P)
11/15/12,Nets,MarShon Brooks,,activated from IL (date 11-18 per P)
11/15/12,Nuggets,,Wilson Chandler,hip injury (DTD)
11/15/12,Raptors,,Landry Fields,ulnar nerve transpostion surgery on right elbow (out indefinitely)
11/15/12,Spurs,,Gary Neal,hand injury (DTD)
11/16/12,Blazers,,Nolan Smith,placed on IL
11/16/12,Blazers,Will Barton,,activated from IL
11/16/12,Cavaliers,,Luke Harangody,surgury on right knee (out indefinitely)
11/16/12,Hawks,,DeShawn Stevenson,placed on IL with back injury
11/16/12,Hawks,Devin Harris,,activated from IL
11/16/12,Mavericks,,Jared Cunningham,placed on IL
11/16/12,Mavericks,Shawn Marion,,activated from IL
11/16/12,Pacers,,Ben Hansbrough,placed on IL
11/16/12,Pacers,Orlando Johnson,,activated from IL
11/16/12,Pistons,,Kim English,placed on IL
11/16/12,Pistons,Rodney Stuckey,,activated from IL
11/16/12,Rockets,,Carlos Delfino,groin injury (DTD)
11/16/12,Spurs,,Kawhi Leonard,quadriceps tendinitis in left knee (out indefinitely)
11/16/12,Timberwolves,,Brandon Roy,sore right knee (DNP)
11/16/12,Timberwolves,,Chase Budinger,recovering from surgery on left knee to repair torn meniscus (DNP)
11/16/12,Timberwolves,,Jose Barea ,sprained left foot (DNP)
11/16/12,Timberwolves,,Nikola Pekovic,sprained left ankle (DNP)
11/17/12,Cavaliers,,Jon Leuer,placed on IL
11/17/12,Cavaliers,Tyler Zeller,,activated from IL
11/17/12,Celtics,,Jason Collins,DNP
11/17/12,Mavericks,,Rodrigue Beaubois,ankle injury (DNP)
11/17/12,Nuggets,,Anthony Randolph,ankle injury (DTD)
11/17/12,Nuggets,,Wilson Chandler,placed on IL
11/17/12,Nuggets,Julyan Stone,,activated from IL
11/17/12,Spurs,,Kawhi Leonard,quadriceps tendinitis in left knee (DNP)
11/18/12,Blazers,,Joel Freeland,placed on IL
11/18/12,Blazers,Nolan Smith,,activated from IL
11/18/12,Cavaliers,,Daniel Gibson,sore right elbow (DTD)
11/18/12,Magic,,J.J. Redick,illness (DNP)
11/18/12,Nets,,Keith Bogans,placed on IL
11/18/12,Nets,Gerald Wallace,,activated from IL
11/18/12,Pacers,,Orlando Johnson,placed on IL
11/18/12,Pacers,Ben Hansbrough,,activated from IL
11/18/12,Rockets,,Carlos Delfino,groin injury (DNP)
11/19/12,Bobcats,,Tyrus Thomas,placed on IL with torn muscle in left calf
11/19/12,Cavaliers,,Kyrie Irving,fractured left index finger (out indefinitely)
11/19/12,Hawks,,Johan Petro,placed on IL
11/19/12,Hawks,DeShawn Stevenson,,activated from IL
11/19/12,Pacers,,Miles Plumlee,placed on IL
11/19/12,Pacers,Orlando Johnson,,activated from IL
11/19/12,Rockets,,Carlos Delfino,groin injury (DNP)
11/19/12,Spurs,,Kawhi Leonard,quadriceps tendinitis in left knee (DNP)
11/19/12,Spurs,,Stephen Jackson,fractured right pinky finger (out indefinitely)
11/19/12,Spurs,Gary Neal,,returned to lineup
11/19/12,Timberwolves,,Brandon Roy,arthroscopic surgery on right knee (out indefinitely)
11/19/12,Warriors,,Richard Jefferson,strained right calf (DNP)
11/20/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
11/20/12,Nets,,Tyshawn Taylor,placed on IL
11/20/12,Nets,Keith Bogans,,activated from IL
11/20/12,Raptors,Kyle Lowry,,activated from IL
11/21/12,Blazers,,J.J. Hickson,placed on IL with left shoulder injury
11/21/12,Blazers,Joel Freeland,,activated from IL
11/21/12,Cavaliers,,Daniel Gibson,sore right elbow (DNP)
11/21/12,Cavaliers,,Kyrie Irving,placed on IL with fractured left index finger
11/21/12,Cavaliers,Jon Leuer,,activated from IL
11/21/12,Clippers,,Caron Butler,strained right shoulder (DNP)
11/21/12,Heat,,Josh Harrellson,placed on IL
11/21/12,Heat,,Rashard Lewis,illness (DNP)
11/21/12,Heat,Dwyane Wade,,activated from IL
11/21/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
11/21/12,Nets,,Gerald Wallace,placed on IL with sore left ankle
11/21/12,Nets,,Jerry Stackhouse,placed on IL for rest
11/21/12,Nets,Tornike Shengelia,,activated from IL
11/21/12,Nets,Tyshawn Taylor,,activated from IL
11/21/12,Pistons,,Khris Middleton,placed on IL
11/21/12,Pistons,Kim English,,activated from IL
11/21/12,Rockets,,Carlos Delfino,groin injury (DNP)
11/21/12,Rockets,,Cole Aldrich,sprained right ankle (DTD)
11/21/12,Rockets,,Daequan Cook,sprained right ankle (DNP)
11/21/12,Spurs,,Kawhi Leonard,placed on IL with left knee tendinitis
11/21/12,Spurs,,Stephen Jackson,placed on IL with fractured right pinky finger
11/21/12,Timberwolves,,Brandon Roy,placed on IL recovering from arthroscopic surgery on right knee (out for season)
11/21/12,Timberwolves,,Chase Budinger,placed on IL recovering from surgery on left knee to repair torn meniscus
11/21/12,Timberwolves,Kevin Love,,activated from IL
11/21/12,Warriors,,Richard Jefferson,strained right calf (DNP)
11/21/12,Wizards,,Trevor Booker,placed on IL with right knee injury
11/21/12,Wizards,Nene Hilario ,,activated from IL
11/21/12,Pacers,,Orlando Johnson,placed on IL
11/21/12,Pacers,Miles Plumlee,,activated from IL
11/21/12,Spurs,Cory Joseph,,activated from IL
11/23/12,Blazers,,Victor Claver,placed on IL with sprained elbow
11/23/12,Blazers,J.J. Hickson,,activated from IL
11/23/12,Grizzlies,Darrell Arthur,,activated from IL
11/23/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
11/23/12,Jazz,,Kevin Murphy,placed on IL
11/23/12,Jazz,Earl Watson,,activated from IL
11/23/12,Knicks,,Rasheed Wallace,sore left foot (DNP)
11/23/12,Nets,,Mirza Teletovic,placed on IL
11/23/12,Nets,,Tornike Shengelia,placed on IL
11/23/12,Nets,Gerald Wallace,,activated from IL
11/23/12,Nets,Jerry Stackhouse,,activated from IL
11/23/12,Rockets,,Carlos Delfino,groin injury (DNP)
11/23/12,Rockets,,Cole Aldrich,sprained right ankle (DNP)
11/23/12,Thunder,,DeAndre Liggins,placed on IL
11/23/12,Warriors,,Richard Jefferson,strained right calf (DNP)
11/24/12,Bobcats,,Bismack Biyombo,left leg injury (DTD)
11/24/12,Hawks,,DeShawn Stevenson,knee injury (DNP)
11/24/12,Hawks,,Devin Harris,placed on IL with turf toe in left big toe
11/24/12,Hawks,Johan Petro,,activated from IL
11/24/12,Heat,,Terrel Harris,placed on IL
11/24/12,Heat,Dexter Pittman,,activated from IL
11/24/12,Jazz,,Mo Williams,sprained right foot (DNP)
11/24/12,Lakers,Earl Clark,,returned to lineup
11/24/12,Warriors,,Richard Jefferson,strained right calf (DNP)
11/25/12,Blazers,,LaMarcus Aldridge,sore back (DNP)
11/25/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
11/25/12,Nuggets,Anthony Randolph,,returned to lineup
11/26/12,Grizzlies,,Mike Conley Jr.,flu (DNP)
11/26/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
11/26/12,Jazz,,Mo Williams,sprained right foot (DNP)
11/26/12,Knicks,,Jason Kidd,lower back spasms (DNP)
11/26/12,Wizards,,Nene Hilario ,sore left foot (DNP)
11/26/12,Wizards,,Shaun Livingston,sore right shoulder (DNP)
11/27/12,Cavaliers,,Daniel Gibson,sore right elbow (DNP)
11/27/12,Rockets,,Carlos Delfino,placed on IL with groin injury
11/27/12,Rockets,,Cole Aldrich,placed on IL
11/27/12,Rockets,Donatas Motiejunas,,activated from IL
11/27/12,Rockets,Scott Machado,,activated from IL
11/28/12,Bobcats,Bismack Biyombo,,returned to lineup
11/28/12,Clippers,Chauncey Billups,,activated from IL
11/28/12,Hawks,,Johan Petro,placed on IL
11/28/12,Hawks,Devin Harris,,activated from IL
11/28/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
11/28/12,Jazz,,Mo Williams,sprained right foot (DNP)
11/28/12,Knicks,,Jason Kidd,back spasms (DNP)
11/28/12,Mavericks,,Darren Collison,placed on IL with sprained right middle finger
11/28/12,Mavericks,Jared Cunningham,,activated from IL
11/28/12,Raptors,,Andrea Bargnani,sore left ankle (DNP)
11/28/12,Rockets,,Chandler Parsons,sore right shoulder (DNP)
11/28/12,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
11/29/12,Heat,,Shane Battier,placed on IL with sprained MCL in right knee
11/29/12,Heat,Terrel Harris,,activated from IL
11/29/12,Nuggets,,Julyan Stone,right hip injury (DNP)
11/29/12,Spurs,, Tony Parker,rest (DNP)
11/29/12,Spurs,,Danny Green,rest (DNP)
11/29/12,Spurs,,Manu Ginobili,rest (DNP)
11/29/12,Spurs,,Tim Duncan,rest (DNP)
11/29/12,Warriors,,Richard Jefferson,strained right calf (DNP)
11/29/12,Cavaliers,Luke Harangody,,activated from IL
11/30/12,Cavaliers,,Kevin Jones,placed on IL
11/30/12,Grizzlies,,Tony Allen,strained right groin (DNP)
11/30/12,Hawks,,Kyle Korver,placed on IL with sore back
11/30/12,Hawks,Johan Petro,,activated from IL
11/30/12,Jazz,,Marvin Williams,concussion (DNP)
11/30/12,Kings,,Tyreke Evans,bruised left knee (DNP)
11/30/12,Knicks,,Jason Kidd,back spasms (DNP)
11/30/12,Magic,,Jameer Nelson,left Achilles tendinitis (DNP)
11/30/12,Nets,,Brook Lopez,placed on IL with sprained right foot
11/30/12,Nets,Mirza Teletovic,,activated from IL
11/30/12,Pacers,,Ben Hansbrough,placed on IL
11/30/12,Pacers,Orlando Johnson,,activated from IL
11/30/12,Pistons,,Austin Daye,illness (DNP)
11/30/12,Pistons,,Kim English,placed on IL
11/30/12,Pistons,Viacheslav Kravstov ,,activated from IL
11/30/12,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
11/30/12,Celtics,Kris Joseph,,activated from IL
12/1/12,76ers,,Nick Young,hyperextended left big toe (DNP)
12/1/12,Bucks,,Beno Udrih,sprained right ankle (DTD)
12/1/12,Bucks,,Ekpe Udoh,placed on IL
12/1/12,Bucks,,Mike Dunleavy Jr.,placed on IL with knee injury
12/1/12,Bucks,Drew Gooden,,activated from IL
12/1/12,Bucks,Luc Mbah a Moute,,activated from IL
12/1/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
12/1/12,Jazz,,Derrick Favors,strained arch in right foot (DNP)
12/1/12,Jazz,,Marvin Williams,concussion (DNP)
12/1/12,Kings,,Tyreke Evans,bruised left knee (DNP)
12/1/12,Mavericks,,Rodrigue Beaubois,placed on IL
12/1/12,Mavericks,Darren Collison,,activated from IL
12/1/12,Pacers,,Miles Plumlee,placed on IL
12/1/12,Pacers,Ben Hansbrough,,activated from IL
12/1/12,Pistons,,Viacheslav Kravstov ,placed on IL
12/1/12,Pistons,Kim English,,activated from IL
12/1/12,Rockets,Carlos Delfino,,activated from IL
12/1/12,Rockets,Cole Aldrich,,activated from IL
12/1/12,Spurs,,Cory Joseph,placed on IL
12/1/12,Warriors,,Richard Jefferson,strained right calf (DNP)
12/1/12,Thunder,DeAndre Liggins,,activated from IL
12/1/12,Warriors,Kent Bazemore,,activated from IL
12/2/12,Bulls,,Richard Hamilton,torn plantar fascia in left foot (out indefinitely)
12/2/12,Knicks,,Marcus Camby,sore left foot (DTD)
12/2/12,Suns,,Jermaine O'Neal,strained right quadricep (DNP)
12/3/12,Bobcats,Gerald Henderson Jr.,,activated from IL
12/3/12,Bucks,,Beno Udrih,placed on IL with sprained right ankle
12/3/12,Bucks,,Drew Gooden,placed on IL
12/3/12,Bucks,Ekpe Udoh,,activated from IL
12/3/12,Bucks,Mike Dunleavy Jr.,,activated from IL
12/3/12,Cavaliers,,Dion Waiters,sprained left ankle (DTD)
12/3/12,Clippers,,Willie Green,knee injury (DNP)
12/3/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
12/3/12,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
12/3/12,Jazz,,Marvin Williams,concussion (DNP)
12/3/12,Lakers,,Steve Blake,surgery to repair torn abdominal muscle (out indefinitely) (date approximate)
12/3/12,Nuggets,,Julyan Stone,placed on IL
12/3/12,Nuggets,Quincy Miller,,activated from IL
12/3/12,Raptors,,Linas Kleiza,sore left hip (DNP)
12/3/12,Warriors,,Richard Jefferson,strained right calf (DNP)
12/4/12,76ers,,Nick Young,hyperextended left big toe (DNP)
12/4/12,Bulls,,Richard Hamilton,placed on IL with torn plantar fascia in left foot
12/4/12,Heat,,Norris Cole ,placed on IL with groin injury
12/4/12,Heat,Josh Harrellson,,activated from IL
12/4/12,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
12/4/12,Nets,,Reggie Evans,placed on IL with flu
12/4/12,Nets,Tornike Shengelia,,activated from IL
12/4/12,Suns,Diante Garrett,,activated from IL
12/4/12,Thunder,,Perry Jones III,placed on IL
12/4/12,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
12/5/12,Bucks,,Mike Dunleavy Jr.,placed on IL with sore left knee
12/5/12,Bucks,Drew Gooden,,activated from IL
12/5/12,Cavaliers,,Dion Waiters,placed on IL with sprained left ankle
12/5/12,Cavaliers,Kevin Jones,,activated from IL
12/5/12,Clippers,,Chauncey Billups,placed on IL with sore left foot
12/5/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
12/5/12,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
12/5/12,Knicks,,Marcus Camby,sore left foot (DNP)
12/5/12,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
12/5/12,Mavericks,,Jared Cunningham,placed on IL
12/5/12,Mavericks,Rodrigue Beaubois,,activated from IL
12/5/12,Nuggets,,Kosta Koufos,placed on IL with illness
12/5/12,Nuggets,Julyan Stone,,activated from IL
12/5/12,Spurs,,Danny Green,hamstring injury (DNP)
12/5/12,Spurs,,Patty Mills,ankle injury (DNP)
12/5/12,Timberwolves,,Andrei Kirilenko,back spasms (DNP)
12/5/12,Spurs,Cory Joseph,,activated from IL
12/6/12,Heat,,Dexter Pittman,placed on IL with strained quadricep
12/6/12,Heat,,Josh Harrellson,placed on IL
12/6/12,Heat,Norris Cole ,,activated from IL
12/6/12,Heat,Shane Battier,,activated from IL
12/6/12,Knicks,,Carmelo Anthony,laceration on left middle finger (DNP)
12/6/12,Knicks,,Marcus Camby,sore left foot (DNP)
12/6/12,Mavericks,,Rodrigue Beaubois,placed on IL with finger injury
12/6/12,Mavericks,Jared Cunningham,,activated from IL
12/7/12,76ers,,Kwame Brown,stomach virus (DNP)
12/7/12,76ers,,Nick Young,hyperextended left big toe (DNP)
12/7/12,76ers,,Royal Ivey,strained right groin (DNP)
12/7/12,Celtics,,Leandro Barbosa,flu (DNP)
12/7/12,Hornets,,Anthony Davis,stress reaction in left ankle (DNP)
12/7/12,Jazz,,Al Jefferson,back spasms (DNP)
12/7/12,Jazz,,Derrick Favors,plantar fasciitis in right foot (DNP)
12/7/12,Kings,,Tyreke Evans,sore left knee (DNP)
12/7/12,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
12/7/12,Nets,,Tornike Shengelia,placed on IL
12/7/12,Nets,Reggie Evans,,activated from IL
12/7/12,Nuggets,,Julyan Stone,placed on IL
12/7/12,Nuggets,Kosta Koufos,,activated from IL
12/7/12,Pacers,,Orlando Johnson,placed on IL
12/7/12,Pacers,Miles Plumlee,,activated from IL
12/7/12,Raptors,,Quincy Acy,placed on IL
12/7/12,Wizards,,Trevor Ariza,strained left calf (DNP)
12/7/12,Thunder,Daniel Orton,,activated from IL
